date,global_people_fully_vaccinated_per_hundred,global_people_fully_vaccinated_per_hundred_weighted
2023-09-09,74.3728091,14.211470852181
2023-09-10,61.4830601111111,17.6826897605278
2023-09-11,72.0382024666667,16.2119513040892
2023-09-12,73.116036625,16.2180315141873
2023-09-13,70.6775289285714,16.127014488914
2023-09-14,70.2702745714286,14.348405727548
2023-09-15,71.039318,14.6651443682202
2023-09-16,75.3199024166667,16.1117424657258
2023-09-17,60.4114684444444,17.4456744739997
2023-09-18,71.5570212941176,16.2414207848832
2023-09-19,66.090073,18.1540614486829
2023-09-20,70.6783491428572,16.1270699099891
2023-09-21,69.657875,14.3473893991522
2023-09-22,72.9035261176471,14.6421733464098
2023-09-23,75.2240492307692,16.1138800946395
2023-09-24,67.9899681111111,16.7124447521017
2023-09-25,70.2715980714286,14.348465291436
2023-09-26,69.5781476111111,18.2052362004904
2023-09-27,72.0535395,15.8912764271559
2023-09-28,71.1904898571429,14.4749894030434
2023-09-29,71.0408808125,14.7083390979668
2023-09-30,71.6751423333333,16.1620441757447
2023-10-01,60.7944154375,16.5738000301959
2023-10-02,70.9794303846154,4.22442813543681
2023-10-03,69.0980660625,16.1900216728043
2023-10-04,70.6803936428571,16.1745681263567
2023-10-05,70.6806140714286,16.1745777794961
2023-10-06,71.321207,14.445565039894
2023-10-07,73.2724470714286,16.3247262122057
2023-10-08,64.0039793529412,15.8718453353667
2023-10-09,72.0555279285714,15.8447578323477
2023-10-10,70.798982,16.2393050543003
2023-10-11,71.6769514666667,16.2110446287921
2023-10-12,71.1861037333333,16.175668345746
2023-10-13,69.6616806923077,14.3896848359818
2023-10-14,70.0609951538462,13.8242571405537
2023-10-15,60.21356675,13.715232249168
2023-10-16,68.4408670588235,18.2010268793801
2023-10-17,74.3273331111111,16.6095384879863
2023-10-18,70.030186,16.6869928810607
2023-10-19,73.2073145882353,16.2975224979187
2023-10-20,72.1556432,14.5115382977479
2023-10-21,70.8023566428571,14.4261616145798
2023-10-22,62.8281083333333,14.5214756210686
2023-10-23,72.177035,14.1014560380914
2023-10-24,69.7108124444445,16.4602163464367
2023-10-25,71.2857817333333,14.4807388957279
2023-10-26,71.2996718,14.4272440967961
2023-10-27,72.1570274666667,14.5115722908579
2023-10-28,71.1959736428571,14.4751338863134
2023-10-29,69.3495901818182,15.4981743672683
2023-10-30,72.0659342666667,14.2555349064708
2023-10-31,72.0354684,14.3885498707468
2023-11-01,72.1575967333333,14.5115873668272
2023-11-02,69.90693475,14.3661583652754
2023-11-03,72.1579306666667,14.5115940700476
2023-11-04,72.1579827333333,14.5115958902104
2023-11-05,61.1633247086667,15.30000933618
2023-11-06,72.1581527333333,14.4690636159054
2023-11-07,70.5494223684211,16.645797411923
2023-11-08,72.1586325333333,14.511610288326
2023-11-09,70.8055985,14.4262324126374
2023-11-10,73.0986799285714,14.227305059698
2023-11-11,73.5857816923077,14.2036997822175
2023-11-12,61.8114715,14.1364735870366
2023-11-13,71.7139776153846,14.1419317657986
2023-11-14,68.5583485882353,16.2200960851404
2023-11-15,71.1477528461538,14.1065568635657
2023-11-16,71.3725223333333,14.2688489582125
2023-11-17,70.3760279166667,13.5046930231056
2023-11-18,71.8721674545455,13.5654098390031
2023-11-19,57.7206371764706,13.8310586120361
2023-11-20,69.6601349090909,13.5036427891535
2023-11-21,71.9713853076923,13.5900882468289
2023-11-22,69.4676770769231,13.5147744280052
2023-11-23,71.178405,16.062768829812
2023-11-24,69.6611059090909,13.5036613171558
2023-11-25,71.4482786666667,13.5890483689756
2023-11-26,65.7049202769231,14.4689235535064
2023-11-27,69.1612886153846,13.5816468086379
2023-11-28,70.2455602307692,13.5378623022342
2023-11-29,70.3785378333333,13.5047381380381
2023-11-30,71.9733583076923,13.549094391413
2023-12-01,75.43452775,13.5640435118084
2023-12-02,71.44952775,13.5890706126207
2023-12-03,68.4045471666667,13.5806136591107
2023-12-04,71.4496895,13.5890739642308
2023-12-05,71.8332625384615,13.5106699231681
2023-12-06,69.6629135454545,13.5036933520216
2023-12-07,71.5358873076923,13.6891764927477
2023-12-08,69.6631345454546,13.5036965529976
2023-12-09,71.8752131818182,13.5654698165066
2023-12-10,64.0338586,13.5138278931229
2023-12-11,66.8279840909091,13.2202491482815
2023-12-12,71.7433078333333,13.2346150909512
2023-12-13,70.0059464545455,1.24878876166195
2023-12-14,66.8285747272727,13.220256579567
2023-12-15,70.8258469166667,13.2297589843943
2023-12-16,70.1496283636364,13.2287002521647
2023-12-17,72.914740625,13.0936175080333
2023-12-18,70.1497534545455,13.2287011434169
2023-12-19,71.7438779166667,13.2346221205456
2023-12-20,69.1808633,1.24773483717278
2023-12-21,70.4865262,1.27855375887004
2023-12-22,73.5087333333333,1.16814245573419
2023-12-23,67.44453565,3.55613569514733
2023-12-24,74.1009621428571,1.080522691766
2023-12-25,74.4744304,1.0058776133184
2023-12-26,75.726986625,1.14939062360693
2023-12-27,73.3695109090909,1.38399149845878
2023-12-28,72.9012147,1.32942507552342
2023-12-29,62.6133047041667,2.18918390834212
2023-12-30,77.5774118571428,1.14229832776306
2023-12-31,53.798044045,3.0814751083397
2024-01-01,74.61783,1.07844112762074
2024-01-02,76.3705512,1.25839176500593
2024-01-03,69.1815218,1.2477388666367
2024-01-04,68.1956581111111,1.19317061098567
2024-01-05,68.195691,1.19317087459546
2024-01-06,68.0547796,13.1433263933872
2024-01-07,72.915911125,13.0936294834494
2024-01-08,70.8270643333333,13.2297740854694
2024-01-09,72.2302225384615,13.2892035692389
2024-01-10,68.9831777272727,13.1443883768042
2024-01-11,68.0549806,13.1433296571275
2024-01-12,68.9833405454546,13.1443890044466
2024-01-13,70.15112,13.2287190437768
2024-01-14,68.734787,13.1088892767021
2024-01-15,74.1219771,13.2026353823775
2024-01-16,69.9559198888889,1.10310222589909
2024-01-17,69.82237,13.1327303468625
2024-01-18,70.1513192727273,13.2287226966553
2024-01-19,70.827708,13.2297825084298
2024-01-20,70.705739,13.1421624557461
2024-01-21,74.1420542222222,14.8785674540262
2024-01-22,68.0553046,13.1433349167704
2024-01-23,71.6959113846154,14.935244098428
2024-01-24,70.1515281818182,13.2287259729484
2024-01-25,71.8371136153846,15.0147167005996
2024-01-26,71.8752634166667,13.3548365696195
2024-01-27,74.9385215555556,13.179030017027
2024-01-28,69.53186875,14.3799921676511
2024-01-29,70.7959074545454,14.5755570270979
2024-01-30,72.3361380833333,14.5814768995761
2024-01-31,70.7959822727273,14.531552349391
2024-02-01,69.4809232,12.7906277933027
2024-02-02,69.4809585,12.7906281698881
2024-02-03,69.7812775555555,12.7670152477237
2024-02-04,75.5139946666667,14.3336506462943
2024-02-05,67.5647881111111,14.4391351075799
2024-02-06,72.33630375,14.5814796360967
2024-02-07,67.0773468888889,12.7052379798565
2024-02-08,71.4189291666667,14.5766210064176
2024-02-09,67.0774043333333,12.7052396242795
2024-02-10,69.532151125,14.3799964607248
2024-02-11,76.9861406666667,14.3430826170966
2024-02-12,67.6519777777778,14.3329122828966
2024-02-13,68.2443767777778,12.5960377000912
2024-02-14,67.652004,14.375049634742
2024-02-15,65.615192,12.5901192837433
2024-02-16,65.2261726666667,0.616342143664134
2024-02-17,74.07652175,0.503696044607295
2024-02-18,73.68720725,14.1674984632962
2024-02-19,69.9984023,14.4604429127739
2024-02-20,68.2444952222222,12.59603919388
2024-02-21,68.4486445555555,12.6755118588159
2024-02-22,69.9984887,14.4604442684814
2024-02-23,68.4486874444444,12.6755147710764
2024-02-24,71.0607075,12.4785614663182
2024-02-25,58.8790203333333,12.3220932023163
2024-02-26,69.9985347,14.4604466409695
2024-02-27,68.2446101111111,12.5960423446446
2024-02-28,67.6522061111111,14.3750544675881
2024-02-29,68.4488031111111,12.637246258042
2024-03-01,65.615406875,12.5901230998088
2024-03-02,72.618749,12.4538637898721
2024-03-03,73.496043,14.1877610682297
2024-03-04,73.199623375,12.6494314862624
2024-03-05,69.8149102,14.380974277302
2024-03-06,68.65778375,12.6519037318391
2024-03-07,69.9987601,14.4604484987909
2024-03-08,70.6907951,12.801669980566
2024-03-09,74.720034,14.1428042137774
2024-03-10,68.028959,14.1580621492087
2024-03-11,67.761545,14.3514451731965
2024-03-12,69.8149641,14.3809805662784
2024-03-13,67.6523377777778,14.3750619741907
2024-03-14,68.4490468888889,12.6755187126704
2024-03-15,68.4220584444444,12.716289343251
2024-03-16,74.4272114285714,12.5628744714349
2024-03-17,73.51003125,14.0917832420809
2024-03-18,65.1242678571429,14.2280446734488
2024-03-19,69.8150556,14.3809939476134
2024-03-20,67.761687375,14.3514655590202
2024-03-21,65.61555875,12.590135727973
2024-03-22,70.6923093,12.8017032205051
2024-03-23,76.62878,14.2280019435573
2024-03-24,76.7141086666667,14.0809802116605
2024-03-25,64.4976581428571,12.4575246694716
2024-03-26,72.30374525,14.3490186701947
2024-03-27,67.7618665,14.351497016455
2024-03-28,70.6402402857143,12.5640582425744
2024-03-29,69.6149242857143,12.6189323860034
2024-03-30,74.7205874,14.1428638649068
2024-03-31,77.426055,14.0893705403506
2024-04-01,68.2125097142857,14.2649488513847
2024-04-02,67.6526958888889,14.3751273243126
2024-04-03,67.6527304444444,14.3751315295164
2024-04-04,63.6234448571429,12.5391101368289
2024-04-05,68.4493562222222,12.6755401403804
2024-04-06,72.413579,12.3578931188462
2024-04-07,75.25179,12.3470638906338
2024-04-08,69.9994141,14.4181436132744
2024-04-09,68.657250625,0.725354256251498
2024-04-10,65.61568125,12.5901449417628
2024-04-11,73.200198125,12.6494556253874
2024-04-12,70.6947408,12.8017426489978
2024-04-13,72.41368225,12.3578932820332
2024-04-14,75.2518153333333,12.3470639533981
2024-04-15,67.9015168571429,2.40134156042748
2024-04-16,65.6157185,12.5901456321694
2024-04-17,69.9995263,14.4605389671599
2024-04-18,70.640379,12.5640608159081
2024-04-19,65.615741125,12.5901457702507
2024-04-20,76.7149646666667,14.0810364986268
2024-04-21,77.4264975,14.1320724835284
2024-04-22,69.999684,14.4181734515406
2024-04-23,72.30424375,14.3490816854871
2024-04-24,67.6530378888889,14.3751712718303
2024-04-25,65.615795875,12.5901461091776
2024-04-26,65.4496992857143,12.5665337393384
2024-04-27,74.721349,14.142920653987
2024-04-28,75.25187,12.3470657233495
2024-04-29,67.6530993333333,14.3751725522207
2024-04-30,65.615834,12.5521353381763
2024-05-01,74.799235,12.4430581233538
2024-05-02,65.61584725,12.5901471134053
2024-05-03,70.8527606,12.4444566988127
2024-05-04,75.2518866666667,12.3470657861137
2024-05-05,77.426746,14.1320914634332
2024-05-06,70.1737298333333,12.4315238370643
2024-05-07,64.497934,12.4941560942143
2024-05-08,65.7598197142857,12.5035870356831
2024-05-09,65.615863875,12.5901484942185
2024-05-10,68.4497587777778,12.6755455004461
2024-05-11,73.51158875,14.0918915605985
2024-05-12,73.097295,12.2960325126271
2024-05-13,66.16474,14.3241473000034
2024-05-14,66.164750625,14.3241491829305
2024-05-15,63.6237521428571,12.5391140407643
2024-05-16,63.0966275,0.588925369903375
2024-05-17,62.360236,0.565312297104802
2024-05-18,71.654303,0.356673509328225
2024-05-19,75.7534703333333,2.1417094799823
2024-05-20,66.0759428571429,2.36700272536779
2024-05-21,63.6237557142857,12.5391146809595
2024-05-22,63.6237592857143,12.5391147060652
2024-05-23,63.6237607142857,12.5391147311709
2024-05-24,69.1538693333333,12.513029877251
2024-05-25,70.03171,12.3068627576201
2024-05-26,70.03171,12.3068627576201
2024-05-27,66.0770778571429,14.3005375286036
2024-05-28,63.6237664285714,12.5391148441465
2024-05-29,63.0979608333333,12.5155016709252
2024-05-30,63.6237692857143,12.5391148566994
2024-05-31,63.0979751666667,12.4777153752004
2024-06-01,76.7154933333333,14.0810692615577
2024-06-02,73.097335,12.2960333160094
2024-06-03,63.0979785,12.4788153988819
2024-06-04,63.6237857142857,12.539114969675
2024-06-05,62.3602906,0.565312623478826
2024-06-06,66.1647985,14.3241517060527
2024-06-07,63.62381,12.53911587348
2024-06-08,73.51180425,14.0918997450548
2024-06-09,73.09735,12.2960342198143
2024-06-10,62.79599,12.4289412291704
2024-06-11,66.0759964285714,2.37396189288273
2024-06-12,63.0980108333333,12.5155026877058
2024-06-13,69.6274072,0.562841105967338
2024-06-14,63.6238214285714,12.5391159487971
2024-06-15,70.031809,12.3068638999292
2024-06-16,NULL,NULL
2024-06-17,60.9930916666667,12.1575298019412
2024-06-18,63.6238441428571,12.5391160241141
2024-06-19,69.627485,0.562841244048656
2024-06-20,63.6238677142857,12.5391160743255
2024-06-21,67.101661,12.6009020287629
2024-06-22,73.097368,12.2960343704485
2024-06-23,73.097368,12.2960343704485
2024-06-24,61.0294402,12.4195103881243
2024-06-25,67.1843215,12.1435736279872
2024-06-26,69.6291024,12.48941807229
2024-06-27,61.9876508333333,12.443123699427
2024-06-28,68.676025,12.3934255969687
2024-06-29,58.879301,12.3221201407262
2024-06-30,73.097387,12.258911521107
2024-07-01,71.731184,14.1369014076961
2024-07-02,68.296558,12.4170396112308
2024-07-03,68.6760285,12.3934264003509
2024-07-04,68.67407,0.466848957020024
2024-07-05,70.0320033333333,12.3068649920269
2024-07-06,73.097392,12.2960353244649
2024-07-07,73.097397,12.2960353495706
2024-07-08,68.296564,12.4170397367593
2024-07-09,69.39539975,12.4062100943029
2024-07-10,71.604953,12.1329817239019
2024-07-11,68.2965882,12.4170397869707
2024-07-12,68.676059,12.3934266137493
2024-07-13,70.0320453333333,12.3068652054253
2024-07-14,73.097417,12.2960355253104
2024-07-15,73.164133,0.550630571636234
2024-07-16,68.2966228,12.4170399124991
2024-07-17,68.676117,12.3934267016192
2024-07-18,72.101248,12.5024402452312
2024-07-19,68.2966456,12.4170400129219
2024-07-20,70.0321226666667,12.3068653184009
2024-07-21,73.097427,12.2960356257332
2024-07-22,68.676122,12.393426802042
2024-07-23,68.2966496,12.4170400631333
2024-07-24,68.6761425,12.3934268648062
2024-07-25,68.2967248,12.4170401761089
2024-07-26,69.3061213333333,0.443236285912558
2024-07-27,78.1449726666667,0.442075461377541
2024-07-28,79.40836,0.346169471552172
2024-07-29,68.676222,12.3570989780037
2024-07-30,68.2967428,12.4286887423154
2024-07-31,68.2967572,12.3795516899764
2024-08-01,70.0297483333333,0.380644885774092
2024-08-02,69.21893975,12.3420461338693
2024-08-03,73.097452,12.3075707950351
2024-08-04,73.097457,12.3075708452936
2024-08-05,70.03237,12.3184108351146
2024-08-06,70.9912233333333,12.3312062571299
2024-08-07,79.4084,0.346169647456886
2024-08-08,70.9912266666667,12.3312062822592
2024-08-09,70.9912266666667,12.3312062822592
2024-08-10,73.097465,12.3075708955521
2024-08-11,73.09747,12.3075709458106
2024-08-12,66.782635,11.9738044174159
2024-08-13,NULL,NULL
2024-08-14,NULL,NULL
2024-08-15,NULL,NULL
2024-08-16,NULL,NULL
2024-08-17,NULL,NULL
2024-08-18,NULL,NULL
2024-08-19,NULL,NULL
2024-08-20,NULL,NULL
2024-08-21,NULL,NULL
2024-08-22,NULL,NULL
2024-08-23,NULL,NULL
2024-08-24,NULL,NULL
2024-08-25,NULL,NULL
2024-08-26,NULL,NULL
2024-08-27,NULL,NULL
2024-08-28,NULL,NULL
2024-08-29,NULL,NULL
2024-08-30,NULL,NULL
2024-08-31,NULL,NULL
2024-09-01,NULL,NULL
2024-09-02,NULL,NULL
2024-09-03,NULL,NULL
2024-09-04,NULL,NULL
2024-09-05,NULL,NULL
2024-09-06,NULL,NULL
2024-09-07,NULL,NULL
2024-09-08,NULL,NULL
2024-09-09,NULL,NULL
2024-09-10,NULL,NULL
2024-09-11,NULL,NULL
2024-09-12,NULL,NULL
2024-09-13,NULL,NULL
2024-09-14,NULL,NULL
2024-09-15,NULL,NULL
2024-09-16,NULL,NULL
2024-09-17,NULL,NULL
2024-09-18,NULL,NULL
2024-09-19,NULL,NULL
2024-09-20,NULL,NULL
2024-09-21,NULL,NULL
2024-09-22,NULL,NULL
2024-09-23,NULL,NULL
2024-09-24,NULL,NULL
2024-09-25,NULL,NULL
2024-09-26,NULL,NULL
2024-09-27,NULL,NULL
2024-09-28,NULL,NULL
2024-09-29,NULL,NULL
2024-09-30,NULL,NULL
2024-10-01,NULL,NULL
2024-10-02,NULL,NULL
2024-10-03,NULL,NULL
2024-10-04,NULL,NULL
2024-10-05,NULL,NULL
2024-10-06,NULL,NULL
2024-10-07,NULL,NULL
2024-10-08,NULL,NULL
2024-10-09,NULL,NULL
2024-10-10,NULL,NULL
2024-10-11,NULL,NULL
2024-10-12,NULL,NULL
2024-10-13,NULL,NULL
2024-10-14,NULL,NULL
2024-10-15,NULL,NULL
2024-10-16,NULL,NULL
2024-10-17,NULL,NULL
2024-10-18,NULL,NULL
2024-10-19,NULL,NULL
2024-10-20,NULL,NULL
2024-10-21,NULL,NULL
2024-10-22,NULL,NULL
2024-10-23,NULL,NULL
2024-10-24,NULL,NULL
2024-10-25,NULL,NULL
2024-10-26,NULL,NULL
2024-10-27,NULL,NULL
2024-10-28,NULL,NULL
2024-10-29,NULL,NULL
2024-10-30,NULL,NULL
2024-10-31,NULL,NULL
2024-11-01,NULL,NULL
2024-11-02,NULL,NULL
2024-11-03,NULL,NULL
2024-11-04,NULL,NULL
2024-11-05,NULL,NULL
2024-11-06,NULL,NULL
2024-11-07,NULL,NULL
2024-11-08,NULL,NULL
2024-11-09,NULL,NULL
2024-11-10,NULL,NULL
2024-11-11,NULL,NULL
2024-11-12,NULL,NULL
2024-11-13,NULL,NULL
2024-11-14,NULL,NULL
2024-11-15,NULL,NULL
2024-11-16,NULL,NULL
2024-11-17,NULL,NULL
2024-11-18,NULL,NULL
2024-11-19,NULL,NULL
2024-11-20,NULL,NULL
2024-11-21,NULL,NULL
2024-11-22,NULL,NULL
2024-11-23,NULL,NULL
2024-11-24,NULL,NULL
2024-11-25,NULL,NULL
2024-11-26,NULL,NULL
2024-11-27,NULL,NULL
2024-11-28,NULL,NULL
2024-11-29,NULL,NULL
2024-11-30,NULL,NULL
2024-12-01,NULL,NULL
2024-12-02,NULL,NULL
2024-12-03,NULL,NULL
2024-12-04,NULL,NULL
2024-12-05,NULL,NULL
2024-12-06,NULL,NULL
2024-12-07,NULL,NULL
2024-12-08,NULL,NULL
2024-12-09,NULL,NULL
2024-12-10,NULL,NULL
2024-12-11,NULL,NULL
2024-12-12,NULL,NULL
2024-12-13,NULL,NULL
2024-12-14,NULL,NULL
2024-12-15,NULL,NULL
2024-12-16,NULL,NULL
2024-12-17,NULL,NULL
2024-12-18,NULL,NULL
2024-12-19,NULL,NULL
2024-12-20,NULL,NULL
2024-12-21,NULL,NULL
2024-12-22,NULL,NULL
2024-12-23,NULL,NULL
2024-12-24,NULL,NULL
2024-12-25,NULL,NULL
2024-12-26,NULL,NULL
2024-12-27,NULL,NULL
2024-12-28,NULL,NULL
2024-12-29,NULL,NULL
2024-12-30,NULL,NULL
2024-12-31,NULL,NULL
2025-01-01,NULL,NULL
2025-01-02,NULL,NULL
2025-01-03,NULL,NULL
2025-01-04,NULL,NULL
2025-01-05,NULL,NULL
2025-01-06,NULL,NULL
2025-01-07,NULL,NULL
2025-01-08,NULL,NULL
2025-01-09,NULL,NULL
2025-01-10,NULL,NULL
2025-01-11,NULL,NULL
2025-01-12,NULL,NULL
2025-01-13,NULL,NULL
2025-01-14,NULL,NULL
2025-01-15,NULL,NULL
2025-01-16,NULL,NULL
2025-01-17,NULL,NULL
2025-01-18,NULL,NULL
2025-01-19,NULL,NULL
2025-01-20,NULL,NULL
2025-01-21,NULL,NULL
2025-01-22,NULL,NULL
2025-01-23,NULL,NULL
2025-01-24,NULL,NULL
2025-01-25,NULL,NULL
2025-01-26,NULL,NULL
2025-01-27,NULL,NULL
2025-01-28,NULL,NULL
2025-01-29,NULL,NULL
2025-01-30,NULL,NULL
2025-01-31,NULL,NULL
2025-02-01,NULL,NULL
2025-02-02,NULL,NULL
2025-02-03,NULL,NULL
2025-02-04,NULL,NULL
2025-02-05,NULL,NULL
2025-02-06,NULL,NULL
2025-02-07,NULL,NULL
2025-02-08,NULL,NULL
2025-02-09,NULL,NULL
2025-02-10,NULL,NULL
2025-02-11,NULL,NULL
2025-02-12,NULL,NULL
2025-02-13,NULL,NULL
2025-02-14,NULL,NULL
2025-02-15,NULL,NULL
2025-02-16,NULL,NULL
2025-02-17,NULL,NULL
2025-02-18,NULL,NULL
2025-02-19,NULL,NULL
2025-02-20,NULL,NULL
2025-02-21,NULL,NULL
2025-02-22,NULL,NULL
2025-02-23,NULL,NULL
2025-02-24,NULL,NULL
2025-02-25,NULL,NULL
2025-02-26,NULL,NULL
2025-02-27,NULL,NULL
2025-02-28,NULL,NULL
2025-03-01,NULL,NULL
2025-03-02,NULL,NULL
2025-03-03,NULL,NULL
2025-03-04,NULL,NULL
2025-03-05,NULL,NULL
2025-03-06,NULL,NULL
2025-03-07,NULL,NULL
2025-03-08,NULL,NULL
2025-03-09,NULL,NULL
2025-03-10,NULL,NULL
2025-03-11,NULL,NULL
2025-03-12,NULL,NULL
2025-03-13,NULL,NULL
2025-03-14,NULL,NULL
2025-03-15,NULL,NULL
2025-03-16,NULL,NULL
2025-03-17,NULL,NULL
2025-03-18,NULL,NULL
2025-03-19,NULL,NULL
2025-03-20,NULL,NULL
2025-03-21,NULL,NULL
2025-03-22,NULL,NULL
2025-03-23,NULL,NULL
2025-03-24,NULL,NULL
2025-03-25,NULL,NULL
2025-03-26,NULL,NULL
2025-03-27,NULL,NULL
2025-03-28,NULL,NULL
2025-03-29,NULL,NULL
2025-03-30,NULL,NULL
2025-03-31,NULL,NULL
2025-04-01,NULL,NULL
2025-04-02,NULL,NULL
2025-04-03,NULL,NULL
2025-04-04,NULL,NULL
2025-04-05,NULL,NULL
2025-04-06,NULL,NULL
2025-04-07,NULL,NULL
2025-04-08,NULL,NULL
2025-04-09,NULL,NULL
2025-04-10,NULL,NULL
2025-04-11,NULL,NULL
2025-04-12,NULL,NULL
2025-04-13,NULL,NULL
2025-04-14,NULL,NULL
2025-04-15,NULL,NULL
2025-04-16,NULL,NULL
2025-04-17,NULL,NULL
2025-04-18,NULL,NULL
2025-04-19,NULL,NULL
2025-04-20,NULL,NULL
2025-04-21,NULL,NULL
2025-04-22,NULL,NULL
2025-04-23,NULL,NULL
2025-04-24,NULL,NULL
2025-04-25,NULL,NULL
2025-04-26,NULL,NULL
2025-04-27,NULL,NULL
2025-04-28,NULL,NULL
2025-04-29,NULL,NULL
2025-04-30,NULL,NULL
2025-05-01,NULL,NULL
2025-05-02,NULL,NULL
2025-05-03,NULL,NULL
2025-05-04,NULL,NULL
2025-05-05,NULL,NULL
2025-05-06,NULL,NULL
2025-05-07,NULL,NULL
2025-05-08,NULL,NULL
2025-05-09,NULL,NULL
2025-05-10,NULL,NULL
2025-05-11,NULL,NULL
2025-05-12,NULL,NULL
2025-05-13,NULL,NULL
2025-05-14,NULL,NULL
2025-05-15,NULL,NULL
2025-05-16,NULL,NULL
2025-05-17,NULL,NULL
2025-05-18,NULL,NULL
2025-05-19,NULL,NULL
2025-05-20,NULL,NULL
2025-05-21,NULL,NULL
2025-05-22,NULL,NULL
2025-05-23,NULL,NULL
2025-05-24,NULL,NULL
2025-05-25,NULL,NULL
2025-05-26,NULL,NULL
2025-05-27,NULL,NULL
2025-05-28,NULL,NULL
2025-05-29,NULL,NULL
2025-05-30,NULL,NULL
2025-05-31,NULL,NULL
2025-06-01,NULL,NULL
2025-06-02,NULL,NULL
2025-06-03,NULL,NULL
2025-06-04,NULL,NULL
2025-06-05,NULL,NULL
2025-06-06,NULL,NULL
2025-06-07,NULL,NULL
2025-06-08,NULL,NULL
2025-06-09,NULL,NULL
2025-06-10,NULL,NULL
2025-06-11,NULL,NULL
2025-06-12,NULL,NULL
2025-06-13,NULL,NULL
2025-06-14,NULL,NULL
2025-06-15,NULL,NULL
2025-06-16,NULL,NULL
2025-06-17,NULL,NULL
2025-06-18,NULL,NULL
2025-06-19,NULL,NULL
2025-06-20,NULL,NULL
2025-06-21,NULL,NULL
2025-06-22,NULL,NULL
2025-06-23,NULL,NULL
2025-06-24,NULL,NULL
2025-06-25,NULL,NULL
2025-06-26,NULL,NULL
2025-06-27,NULL,NULL
2025-06-28,NULL,NULL
2025-06-29,NULL,NULL
2025-06-30,NULL,NULL
2025-07-01,NULL,NULL
2025-07-02,NULL,NULL
2025-07-03,NULL,NULL
2025-07-04,NULL,NULL
2025-07-05,NULL,NULL
2025-07-06,NULL,NULL
2025-07-07,NULL,NULL
2025-07-08,NULL,NULL
2025-07-09,NULL,NULL
2025-07-10,NULL,NULL
2025-07-11,NULL,NULL
2025-07-12,NULL,NULL
2025-07-13,NULL,NULL
2025-07-14,NULL,NULL
2025-07-15,NULL,NULL
2025-07-16,NULL,NULL
2025-07-17,NULL,NULL
2025-07-18,NULL,NULL
2025-07-19,NULL,NULL
2025-07-20,NULL,NULL
2025-07-21,NULL,NULL
2025-07-22,NULL,NULL
2025-07-23,NULL,NULL
2025-07-24,NULL,NULL
2025-07-25,NULL,NULL
2025-07-26,NULL,NULL
2025-07-27,NULL,NULL
2025-07-28,NULL,NULL
2025-07-29,NULL,NULL
2025-07-30,NULL,NULL
2025-07-31,NULL,NULL
2025-08-01,NULL,NULL
2025-08-02,NULL,NULL
2025-08-03,NULL,NULL
2025-08-04,NULL,NULL
2025-08-05,NULL,NULL
2025-08-06,NULL,NULL
2025-08-07,NULL,NULL
2025-08-08,NULL,NULL
2025-08-09,NULL,NULL
2025-08-10,NULL,NULL
2025-08-11,NULL,NULL
2025-08-12,NULL,NULL
2025-08-13,NULL,NULL
2025-08-14,NULL,NULL
2025-08-15,NULL,NULL
2025-08-16,NULL,NULL
2025-08-17,NULL,NULL
2025-08-18,NULL,NULL
2025-08-19,NULL,NULL
2025-08-20,NULL,NULL
2025-08-21,NULL,NULL
2025-08-22,NULL,NULL
2025-08-23,NULL,NULL
2025-08-24,NULL,NULL
2025-08-25,NULL,NULL
2025-08-26,NULL,NULL
2025-08-27,NULL,NULL
2025-08-28,NULL,NULL
2025-08-29,NULL,NULL
2025-08-30,NULL,NULL
2025-08-31,NULL,NULL
2025-09-01,NULL,NULL
2025-09-02,NULL,NULL
2025-09-03,NULL,NULL
2025-09-04,NULL,NULL
2025-09-05,NULL,NULL
2025-09-06,NULL,NULL
2025-09-07,NULL,NULL
2025-09-08,NULL,NULL
2025-09-09,NULL,NULL
2025-09-10,NULL,NULL
2025-09-11,NULL,NULL
2025-09-12,NULL,NULL
2025-09-13,NULL,NULL
2025-09-14,NULL,NULL
2025-09-15,NULL,NULL
2025-09-16,NULL,NULL
2025-09-17,NULL,NULL
2025-09-18,NULL,NULL
2025-09-19,NULL,NULL
2025-09-20,NULL,NULL
2025-09-21,NULL,NULL
2025-09-22,NULL,NULL
2025-09-23,NULL,NULL
2025-09-24,NULL,NULL
2025-09-25,NULL,NULL
2025-09-26,NULL,NULL
2025-09-27,NULL,NULL
2025-09-28,NULL,NULL
2025-09-30,NULL,NULL
2025-10-05,NULL,NULL
2025-10-12,NULL,NULL
2025-10-19,NULL,NULL
2025-10-26,NULL,NULL
2025-10-31,NULL,NULL
2025-11-02,NULL,NULL
2025-11-09,NULL,NULL
2025-11-16,NULL,NULL
2025-11-23,NULL,NULL
2025-11-30,NULL,NULL
2025-12-07,NULL,NULL
2025-12-14,NULL,NULL
2025-12-21,NULL,NULL
2025-12-28,NULL,NULL
2025-12-31,NULL,NULL
